Wall time,Step,Value
1689313773.302473,0,4.633362293243408
1689314643.56255,1,3.182323932647705
1689315515.060248,2,2.3827033042907715
1689316386.625763,3,1.9353644847869873
1689317256.674294,4,1.6504449844360352
1689318128.693533,5,1.450736403465271
1689319000.732105,6,1.2985678911209106
1689319871.406777,7,1.1583412885665894
1689320741.333655,8,1.0669351816177368
1689321612.795952,9,0.9865202307701111
1689322482.883055,10,0.9151797294616699
1689323357.846838,11,0.855374813079834
1689324230.912229,12,0.7947515249252319
1689325103.582286,13,0.7515783309936523
1689325975.495755,14,0.7133896350860596
1689326845.104151,15,0.6799501180648804
1689327711.349718,16,0.6365697979927063
1689328579.519926,17,0.6197869777679443
1689329448.801623,18,0.5832300782203674
1689330316.754488,19,0.5576818585395813
1689331182.062564,20,0.5320165157318115
1689332035.967898,21,0.5109297633171082
1689332880.68073,22,0.4946945309638977
1689333719.872161,23,0.47256016731262207
1689334550.953596,24,0.4549015164375305
1689335382.934091,25,0.4403980076313019
1689336212.179525,26,0.4218275249004364
1689337044.164008,27,0.4141772985458374
1689337870.749479,28,0.39603644609451294
1689338700.558698,29,0.3866651952266693
1689339541.077087,30,0.37643468379974365
1689340396.608473,31,0.3649763762950897
1689341160.75808,32,0.3479028344154358
1689341901.178715,33,0.34560322761535645
1689342633.430841,34,0.3316832184791565
1689343361.811577,35,0.32829487323760986
1689344107.587947,36,0.3141278624534607
1689344841.788393,37,0.3106662929058075
1689345586.66388,38,0.29822617769241333
1689346334.19796,39,0.29184281826019287
